SWIFT CODE;NAME;ADDRESS
POSOMCM1XXX;BANCA POPOLARE DI SONDRIO (SUISSE) SA;3 RUE PRINCESSE FLORESTINE  MONACO, MONACO, 98011
PPABPLPKXXX;BNP PARIBAS BANK POLSKA S.A.;KASPRZAKA STREET 2  WARSZAWA, MAZOWIECKIE, 01-211
PRBACLR1XXX;BANCO DE LA PROVINCIA DE BUENOS AIRES;  
PRBAUYMMXXX;PROVINCIA CASA FINANCIERA;L A. DE HERRERA 1248 WORLD TRADE CENTER TORRE II, OF. 111 MONTEVIDEO, MONTEVIDEO, 13000
PRCBBGSFXXX;PROCREDIT BANK (BULGARIA) EAD;TODOR ALEXANDROV BLVD 26  SOFIA, SOFIA, 1303
PSATPLPWXXX;PROSERVICE FINTECO SP Z O.O.;KONSTRUKTORSKA 12A  WARSZAWA, MAZOWIECKIE, 02-673
PTFIPLP1XXX;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;UL GROJECKA 5  WARSZAWA, MAZOWIECKIE, 02-019
PUPPALTRXXX;BANKA OTP ALBANIA SH.A.;TWIN TOWERS 1ST TOWER BLVD.DESHMORET E KOMBIT TIRANA, TIRANA, 1010
PZUAPLP1XXX;PZU ASSET MANAGEMET SA;AL. JANA PAWLA II 24  WARSZAWA, MAZOWIECKIE, 00-133
RAFAUYM1XXX;REPUBLICA A.F.A.P. S.A.;18 DE JULIO 1883  MONTEVIDEO, MONTEVIDEO, 11200
RBTTAWAWXXX;RBC ROYAL BANK (ARUBA) N.V. (FORMERLY RBTT BANK ARUBA N.V.);ITALIESTRAAT 36  - ORANJESTAD ORANJESTAD-WEST AND ORANJESTAD-EAST 
REBCCLR1XXX;REDBANC S.A;  
RHBHPLPWXXX;MBANK HIPOTECZNY SA;PROSTA 18  WARSZAWA, MAZOWIECKIE, 00-850
RIBRLV22XXX;REGIONALA INVESTICIJU BANKA;J. ALUNANA 2  RIGA, RIGA, LV-1010
RIFSMTM1XXX;RIZZO FARRUGIA AND CO.(STOCKBROKERS) LIMITED;FLOOR 3, AIRWAYS HOUSE HIGH STREET SLIEMA, SLIEMA, SLM 1549
RIKOLV2XXXX;LUMINOR BANK AS LATVIAN BRANCH;SKANSTES STREET 12  RIGA, RIGA, LV-1013
RPLYCLRMXXX;BANCO RIPLEY;  
RTMBLV2XXXX;RIETUMU BANKA;VESETAS STREET 7  RIGA, RIGA, LV-1013
RTSXUYM1XXX;SISTEMA DE LIQUIDACION BRUTA EN TIEMPO REAL(LBTR);DIAGONAL FABINI 777  MONTEVIDEO, MONTEVIDEO, 11100
RZBBBGSFXXX;UNITED BULGARIAN BANK AD (FORMER KBC BANK BULGARIAEAD);VITOSHA BLVD. 89B MILLENNIUM CENTER SOFIA, SOFIA, 1463
SANMCLR1XXX;SANTANDER INVESTMENT S.A. CORREDORES DE BOLSA;BANDERA 140, FLOOR 16 LAS CONDES SANTIAGO, PROVINCIA DE SANTIAGO 8320000
SBELPLP1XXX;BANK SPOLDZIELCZY W BELCHATOWIE;UL.PILSUDSKIEGO 14  BELCHATOW, LODZKIE, 97-400
SBLEPLP1XXX;BRANIEWSKO - PASLECKI BANK SPOLDZIELCZY Z SIEDZIBAW PASLEKU;ZACISZE 14/16  ELBLAG, WARMINSKO-MAZURSKIE, 82-300
SCCUPLP1XXX;SANTANDER SECURITIES S.A.;FOCUS AL. ARMII LUDOWEJ 26 WARSZAWA, MAZOWIECKIE, 00-609
SECTCLR1850;SAMSUNG ELECTRONICS CHILE LIMITADA (LTDA);AVDA. AMERICO VESPUCIO SUR 100 OFICINA 102 LAS CONDES - SANTIAGO PROVINCIA DE SANTIAGO, 8320000
SECTCLR1XXX;SAMSUNG ELECTRONICS CHILE LIMITADA (LTDA);AVDA. AMERICO VESPUCIO SUR 100 OFICINA 102 LAS CONDES - SANTIAGO PROVINCIA DE SANTIAGO, 8320000
SECTLV21961;SAMSUNG ELECTRONICS BALTICS;FLOOR 6 DUNTES IELA 6 RIGA, RIGA, LV-1013
SECTLV21XXX;SAMSUNG ELECTRONICS BALTICS;FLOOR 6 DUNTES IELA 6 RIGA, RIGA, LV-1013
SECTPLP14D0;SAMSUNG ELECTRONICS POLSKA SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA;BUDYNEK UBC SZTURMOWA 442-742, 2A WARSZAWA, MAZOWIECKIE, 02-678
SECTPLP14N1;SAMSUNG ELECTRONICS POLSKA SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA;UL. MICKIEWICZA 52  WRONKI, WIELKOPOLSKIE, 64-510
SECTPLP1XXX;SAMSUNG ELECTRONICS POLSKA SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA;BUDYNEK UBC SZTURMOWA 442-742, 2A WARSZAWA, MAZOWIECKIE, 02-678
SEFMLV21XXX;SIA 'SEMFOPAY';DZIRNAVU STREET 57A-4  RIGA, RIGA, LV-1010
SESNPLP1XXX;SECUS ASSET MANAGEMENT SA;MILLENIUM PLAZA SOWINSKIEGO 46 KATOWICE, SLASKIE, 40-018
SEUAMCM1XXX;SECURITAS;ATHOS PALACE 2 RUE DE LA LUJERNETTA MONACO, MONACO, 98000
SGBTMCMCXXX;SOCIETE GENERALE PRIVATE BANKING (MONACO);IMMEUBLE LE REGINA 13-15 BOULEVARD DES MOULINS MONACO, MONACO, 98000
SGSBALTXXXX;RAIFFEISEN BANK SH.A.;RR 'DESHMORET E 4 SHKURTIT' 6  TIRANA, TIRANA, 1010
SGTMMCM1XXX;SOCIETE GENERALE PRIVATE BANKING (MONACO);13-15 BOULEVARD DES MOULINS  MONACO, MONACO, 98000
SHQHALT1XXX;POSTA SHQIPTARE SH.A.;POSTAVE DREJTORIA E PERGJITHSHME E RR.'RESHIT COLLAKU' 4 TIRANA, TIRANA, 1005
SKARPLP1XXX;BANK SPOLDZIELCZY W SKARYSZEWIE;UL.ZEROMSKIEGO 7A  SKARYSZEW, MAZOWIECKIE, 26-640
SLIPPLP1XXX;BANK SPOLDZIELCZY W LIPSKU;SANDOMIERSKA 8  LIPSKO, MAZOWIECKIE, 27-300
SMCTMCM1P02;SOCIETE MARSEILLAISE DE CREDIT;41 BD DES MOULINS  MONACO, MONACO, 98000
SMCTMCM1P04;SOCIETE MARSEILLAISE DE CREDIT;24 AV DE FONTVIEILLE  MONACO, MONACO, 98000
SMCTMCM1XXX;SOCIETE MARSEILLAISE DE CREDIT;45 RUE GRIMALDI  MONACO, MONACO, 98000
SOGEMCM1XXX;SOCIETE GENERALE MONTE CARLO (MONACO);PALAIS DE LA SCALA 16 AVENUE DE LA COSTA MONACO, MONACO, 98007
SOGEPLPWXXX;SOCIETE GENERALE SPOLKA AKCYJNA ODDZIAL W POLSCE;BUILDING B STUDIO OFFICE COMPLEX LUCKA STREET 9 WARSZAWA, MAZOWIECKIE, 00-842
SOMBBGSFXXX;MUNICIPAL BANK AD;VRABCHA STREET 6  SOFIA, SOFIA, 1000
SOPBPLP1XXX;BANK SPOLDZIELCZY TOWARZYSTWO OSZCZEDNOSCIOWO POZYCZKOWE PA CO BANK W PABIANICACH;UL.PULASKIEGO 8  PABIANICE, LODZKIE, 95-200
SPBNPLP1XXX;BANK SPOLDZIELCZY W BRANSKU;KOSCIUSZKI 2A  BRANSK, PODLASKIE, 17-120
SPBOPLP1XXX;BANK SPOLDZIELCZY W BRODNICY;KAMIONKA 27  - BRODNICA KUJAWSKO-POMORSKIE, 87-300 
SPCEPLP1XXX;BANK SPOWDZIELCZY W CZERSKU;UL. DR ZIELINSKIEGO 4  CZERSK, POMORSKIE, 89-650
SPCYPLP1XXX;BANK SPOLDZIELCZY W CHYNOWIE;CHYNOW 55 A  CHYNOW, POWIAT GROJECKI, 05-650
SPDDPLP1XXX;BANK SPOLDZIELCZY W KADZIDLE;KURPIOWSKA 10  KADZIDLO, POWIAT OSTROLECKI, 07-420
SPERPLP1XXX;BANK SPOLDZIELCZY W PRZEDBORZU;MOSTOWA 31  PRZEDBORZ, LODZKIE, 97-570
SPGBPLP1XXX;BANK SPOLDZIELCZY W GABINIE;DOBRZYKOWSKA 1  GABIN, MAZOWIECKIE, 09-530
SPGIPLP1XXX;BANK SPOLDZIELCZY W GLINOJECKU;UL.PLOCKA 14  GLINOJECK, MAZOWIECKIE, 06-450
SPHLPLP1XXX;BANK SPOLDZIELCZY W HALINOWIE;PILSUDSKIEGO 36  HALINOW, MAZOWIECKIE, 05-074
SPILPLP1XXX;BANK SPOLDZIELCZY W ILOWIE;UL. PLOCKA 4  ILOW, MAZOWIECKIE, 01-231
SPJEPLP1XXX;POLUDNIOWO-MAZOWIECKI BS W JEDLINSKU;WARECKA  JEDLINSK, SLASKIE, 26-660
SPMLPLP1XXX;BANK SPOLDZIELCZY W MALBORKU;MARCA 17, 32  MALBORK, POMORSKIE, 82-200
SPMPPLP1XXX;BANK SPOLDZIELCZY MAZOWSZE W PLOCKU;UL.WARMINSKA 12  PLOCK, MAZOWIECKIE, 09-408
SPNIPLP1XXX;BANK SPOLDZIELCZY W NASIELSKU;UL.KOSCIUSZKI 19  NASIELSK, MAZOWIECKIE, 05-190
SPOPPLP1XXX;BANK SPOLDZIELCZY W OPOCZNIE;PL.KOSCIUSZKI 3  OPOCZNO, LODZKIE, 26-300
SPPUPLP1XXX;BANK SPOLDZIELCZY W PULTUSKU;KOSCIUSZKI 1  PULTUSK, MAZOWIECKIE, 06-100
SPTOPLP1XXX;BANK SPOLDZIELCZY W TARNOBRZEGU;UL. SOKOLA 12  TARNOBRZEG, TARNOBRZEG, 39-400
SPWCPLP1XXX;BANK SPOLDZIELCZY W GLOWACZOWIE;BANKOWA 1  GLOWACZOW, MAZOWIECKIE, 26-903
SPWSPLP1XXX;BANK SPOLDZIELCZY W WISKITKACH;STRAZACKA 1  WISKITKI, MAZOWIECKIE, 96-315
SPYYPLP1XXX;KURPIOWSKI BANK SPOLDZIELCZY W MYSZYNCU;PLAC WOLNOSCI 56  - MYSZYNIEC POWIAT OSTROLECKI, 07-430 
SPZKPLP1XXX;BANK SPOLDZIELCZY RZEMIOSLA W KRAKOWIE;UL. DUNAJEWSKIEGO 7  KRAKOW, MALOPOLSKIE, 31-133
SPZOPLP1XXX;BANK SPOLDZIELCZY W ZWOLENIU;ALEJA JANA PAWLA II 25  ZWOLEN, MAZOWIECKIE, 26-700
SPZUPLP1XXX;BANK SPOLDZIELCZY W ZUROMINIE;PLAC WOLNOSCI 3  ZUROMIN, MAZOWIECKIE, 09-300
SSTYPLP1XXX;BANK SPOLDZIELCZY W STRYKOWIE;WARSZAWSKA 29  STRYKOW, POWIAT ZGIERSKI, 95-010
STANALTRXXX;BANK OF ALBANIA;SHESHI SKONDERBEJ 1  TIRANA, TIRANA, 1001
STIIPLP1XXX;BANK SPOLDZIELCZY W STAREJ BIALEJ;BIALA 24  STARA BIALA, MAZOWIECKIE, 09-411
STSABGSFXXX;DSK BANK (FORMERLY STATE SAVINGS BANK);MOSKOVSKA STREET 19  SOFIA, SOFIA, 1040
STSFBGS1XXX;BULBROKERS;CHERVENA STENA STR 1 FLOOR 2 OFFICE B-2, LOZENEC DISTRICT SOFIA, SOFIA, 1421
SURIUYMMXXX;BANQUE HERITAGE (URUGUAY) S.A.;RINCON 530  MONTEVIDEO, MONTEVIDEO, 11000
SUSRPLP1XXX;SUPREMA SECURITIES S.A.;CENTRUM JASNA JASNA 14/16A WARSZAWA, MAZOWIECKIE, 00-041
SZLLPLP1XXX;BANK SPOLDZIELCZY ZIEMI LECZYCKIEJ W LECZYCY;M.KONOPNICKIEJ 12  LECZYCA, LODZKIE, 99-100
SZTUPLP1XXX;VIENNA LIFE TOWARZYSTWO UBEZPIECZEN NA ZYCIE S.A. VIENNA INSURANCE GROUP;U.L. CYBERNETYKI 7  WARSZAWA, MAZOWIECKIE, 02-677
TBDMPLP1XXX;X-TRADE BROKERS DOM MAKLERSKI SPOWKA AKCYJNA;OGRODOWA STREET, CITY GATE 58, A FLOOR 12 WARSZAWA, MAZOWIECKIE, 00-786
TCZBBGSFXXX;T.C. ZIRAAT BANKASI - SOFIA BRANCH;TSAR SAMUIL STR. 87  SOFIA, SOFIA, 1000
TEGECLR1XXX;TESORERIA GENERAL DE LA REPUBLICA;  
TEXIBGSFXXX;TEXIM BANK AD;TODOR ALEXANDROV BLVD 117  SOFIA, SOFIA, 1303
TGBAMTMTXXX;GARANTI BANK, MALTA BRANCH;STRAND TOWERS 36 THE STRAND SLIEMA, SLIEMA, SLM 1022
TGENUYM1XXX;MINISTERIO DE ECONOMIA Y FINANZAS;COLONIA 1089  MONTEVIDEO, MONTEVIDEO, 11100
TIRBALTRXXX;TIRANA BANK;IBRAHIM RUGOVA STR  TIRANA, TIRANA, 1019
TPFSUYM1XXX;TPCG FINANCIAL SERVICES AGENTE DE VALORES S.A.;RUTA 8 17500 EDIFICIO 1, OFICINA 007, ZONAMERICA MONTEVIDEO, MONTEVIDEO, 91600
TRELLV22XXX;TREASURY OF THE REPUBLIC OF LATVIA, THE;SMILSU STREET 1  RIGA, RIGA, LV-1919
TROBCLR1XXX;CREDICORP CAPITAL ASSET MANAGEMENT S.A.ADMINISTRADORA GENERAL DE FONDO;AV APOQUINDO 3721, FLOOR 16 TORRE LAS CONDES - SANTIAGO, PROVINCIA DE SANTIAGO, 8320000
UAFAUYM1XXX;UNION-CAPITAL A.F.A.P.S.A.;SAN JOSE 1104  MONTEVIDEO, MONTEVIDEO, 11100
UBBSBGSFXXX;UNITED BULGARIAN BANK AD;VITOSHA BLVD 89B MILLENNIUM CENTER SOFIA, SOFIA, 1463
UBSWMCMXXXX;UBS (MONACO) S.A.;BRETAGNE 2 AVENUE DE GRANDE MONACO, MONACO, 98007
UNALALTRXXX;UNION BANK SH.A.;FLOOR 13 BULVARDI ZOGU I, KATESH PERBALLE STACIONIT TE TRENIT TIRANA, TIRANA, 1016
UNCRBGSF031;UNICREDIT BULBANK AD;MARIA LOUISA BLVD 2  SOFIA, SOFIA, 1558
UNCRBGSF081;UNICREDIT BULBANK AD;  
UNCRBGSF426;UNICREDIT BULBANK AD;MAKEDONIJA STREET 41  SOFIA, SOFIA, 1000
UNCRBGSF720;UNICREDIT BULBANK AD;VAZRAZHDANE BOULEVRD 37  PLOVDIV, PLOVDIV, 4018
UNCRBGSF733;UNICREDIT BULBANK AD;DR. PUSKIULEV STREET 1  VARNA, VARNA, 9000
UNCRBGSFXXX;UNICREDIT BULBANK AD;SVETA NEDELYA SQUARE 7  SOFIA, SOFIA, 1000
UNLALV2XXXX;SEB BANKA;SEB FINANCE CENTER MEISTARU 1, VALDLAUCI, KEKAVAS PAG RIGA, RIGA, LV-1076
UPSAPLP1XXX;PEKAO INVESTMENT BANKING S.A.;WARSAW FINANCIAL CENTER EMILII PLATER 53 WARSZAWA, MAZOWIECKIE, 00-113
USALALTRXXX;INTESA SANPAOLO BANK ALBANIA SH.A.;RRUGA ISMAIL QEMALI 27  TIRANA, TIRANA, 1001
USINPLP1XXX;ARCELORMITTAL POLAND SPOLKA AKCYJNA;UL. CHORZOWSKA 50  KATOWICE, SLASKIE, 40-121
VAFMMTM1XXX;BOV ASSET MANAGEMENT LIMITED;FLOOR 6, THE MALL  FLORIANA, IL-FURJANA, FRN 1470
VALLMTMTXXX;BANK OF VALLETTA P.L.C.;BOV CENTRE TRIQ IL-KANUN,, ZONE 4 CENTRAL BUSINESS DISTRICT - SANTA VENERA, SANTA VENERA, CBD 4060
VARLUYM1XXX;VARLIX S.A.;MISIONES 1428  MONTEVIDEO, MONTEVIDEO, 11000
VENUMCMCXXX;VENUS MANAGEMENT COMPANY S.A.M.;VILLA BIJOU 19 AVENUE DE LA COSTA MONACO, MONACO, 98000
VOCBMTMTXXX;NOVUM BANK LTD;FLOOR 2, THE EMPORIUM C DE BROCKTORFF STREET MSIDA, MSIDA, MSD 1421
VOWAPLP1XXX;VOLKSWAGEN BANK GMBH SP.Z O.O. ODDZIAL W POLSCE;RONDO ONZ 1  WARSZAWA, MAZOWIECKIE, 00-124
WASWPLP1XXX;BANK SPOLDZIELCZY W WASEWIE;ZASTAWSKA 8  WASEWO, MAZOWIECKIE, 07-311
WBKPPLPPCBM;SANTANDER BANK POLSKA S.A. (FORMERLY BANK ZACHODNI WBK S.A.);PLAC WOLNOSCI 15  POZNAN, WIELKOPOLSKIE, 60-967
WBKPPLPPXXX;SANTANDER BANK POLSKA S.A. (FORMERLY BANK ZACHODNI WBK S.A.);AL. JANA PAWLA II 17  WARSZAWA, MAZOWIECKIE, 00-854
WCFSPLP1XXX;WOOD AND COMPANY FINANCIAL SERVICES A.S. POLISH BRANCH;BUDYNEK SKYLIGHT ZLOTE TARASY UL. ZLOTA 59 WARSZAWA, MAZOWIECKIE, 00-120
XBULBGS1XXX;BULGARIAN STOCK EXCHANGE;TRI USHI STREET 10 FLOOR 12 SOFIA, SOFIA, 1000
XMALMTMTXXX;MALTA STOCK EXCHANGE;GARRISON CHAPEL CASTILE PLACE VALLETTA, VALLETTA, VLT 1063
XMNTUYM1XXX;BOLSA DE VALORES DE MONTEVIDEO S.A.;MISIONES 1400  MONTEVIDEO, MONTEVIDEO, 11000
XRISLV21XXX;AKCIJU SABIEDRIBA NASDAQ RIGA;RIGA STOCK EXCHANGE DOMA LAUKUMS 6 RIGA, RIGA, LV-1885
XSGOCLR1XXX;BOLSA DE SANTIAGO;  
XWARPLP1XXX;GIELDA PAPIEROW WARTOSCIOWYCH W WARSZAWIE SPOLKA AKCYJNA;NOWY SWIAT 6/12  WARSZAWA, MAZOWIECKIE, 00-400
ZETMMTM1XXX;ZFP EQUITY TRADING (MALTA) LIMITED;FLOOR 5, REGENT HOUSE 52 BISAZZA STREET SLIEMA, SLIEMA, SLM 1641
ZIPIPLP1XXX;BANK SPOLDZIELCZY ZIEMI PIOTRKOWSKIEJ;MICKIEWICZA 1  - PIOTRKOW TRYBUNALSKI, LODZKIE, 97-300 
ZUSPPLP1XXX;ZULAWSKI BANK SPOLDZIELCZY;SIKORSKIEGO 52  - NOWY DWOR GDANSKI, POMORSKIE, 82-100 
LLBBLV2XXXX;SIGNET BANK AS;ANTONIJAS 3  RIGA, RIGA, LV-1010
PODSPLA1XXX;PODKARPACKI BANK SPOLDZIELCZY;MICKIEWICZA 7  SANOK, PODKARPACKIE, 38-500
BACAMCMCXXX;ANDBANC MONACO SAM;1 AVENUE DES CITRONNIERS  MONACO, MONACO, 98000
BDCCAWAWXXX;BANCO DI CARIBE (ARUBA) N.V;VONDELLAAN 31  - ORANJESTAD ORANJESTAD-WEST AND ORANJESTAD-EAST 
FCMFMTMTXXX;FCM BANK LIMITED;SUITE 3, TOWER BUSINESS CENTRE TOWER STREET SWATAR, SWATAR, BKR 4013
GCBMCLR1XXX;GBM CORREDORES DE BOLSA LIMITADA;  
HAVLMCMXBDF;BANQUE HAVILLAND (MONACO) S.A.M.;  MONACO, MONACO, 98000
HAVLMCMXXXX;BANQUE HAVILLAND (MONACO) S.A.M.;3-7 BOULEVARD DES MOULINS  MONACO, MONACO, 98000
KCCPPLPWXXX;KDPW CCP;KSIAZECA 4  WARSZAWA, MAZOWIECKIE, 00-498
MOCBCLR1XXX;J.P. MORGAN CORREDORES DE BOLSA SPA;MARIANO SANCHEZ FONTECILLA 310 BIRMANN - SANTIAGO, PROVINCIA DE SANTIAGO, 7550296
NBPLPLPAXXX;NARODOWY BANK POLSKI;UL. SWIETOKRZYSKA 11/21  WARSZAWA, MAZOWIECKIE, 00-919
OKOYLV2XXXX;OP CORPORATE BANK PLC LATVIA BRANCH;MUITAS IELA 1  RIGA, RIGA, LV-1010
TGBPMTMTXXX;CONVERA MALTA FINANCIAL LIMITED;FLOOR 5, W BUSINESS CENTRE 1 TRIQ DUN KARM BIRKIRKARA, BIRKIRKARA, BKR 9033
TPROLV22XXX;SIA TRANSACT PRO;KR. VALDEMARA 62  RIGA, RIGA, LV-1013
TRTEMTM1XXX;TRADEXEC (TEX) LIMITED;VALLETTA BUILDINGS SOUTH STREET VALLETTA, VALLETTA, VLT 1103
CBCUUYMDXXX;BANCO CENTRAL DEL URUGUAY;FABINI 777  MONTEVIDEO, MONTEVIDEO, 11000
HOCVMTM1XXX;HOGG CAPITAL INVESTMENTS LIMITED;REGENT HOUSE 33 BISAZZA STREET SLIEMA, SLIEMA, SLM 1641
TOBAPLPWXXX;TOYOTA BANK POLSKA S.A.;ORION POSTEPU 18B, FLOOR 3 WARSZAWA, MAZOWIECKIE, 02-676
CMCIMCM1BEC;CM-CIC MONACO;8 RUE GRIMALDI  MONACO, MONACO, 98000
NBPLPLPDDSP;NARODOWY BANK POLSKI;  WARSZAWA, MAZOWIECKIE
BONPPLP9XXX;BONDSPOT S.A.;KSIAZECA 4  WARSZAWA, MAZOWIECKIE, 00-498
HSBCPLPSXXX;HSBC CONTINENTAL EUROPE (SA) ODDZIAL W POLSCE;RONDO ONZ 1  WARSZAWA, MAZOWIECKIE, 00-124
AGRIPLPRXXX;CREDIT AGRICOLE BANK POLSKA S.A.;UL. LEGNICKA 48 C-D  WROCLAW, DOLNOSLASKIE, 54-202
BKCHPLPXXXX;BANK OF CHINA (EUROPE) S.A. POLAND BRANCH;UL.ZIELNA 41/43  WARSZAWA, MAZOWIECKIE, 00-108
FBPLPLPWXXX;CA AUTO BANK SPA SPOLKA AKCYJNA ODDZIAL W POLSCE;AL. WYSCIGOWA 6  WARSZAWA, MAZOWIECKIE, 02-681
ICBKPLPWXXX;ICBC POLAND BRANCH;PLAC TRZECH KRZYZY 18  WARSZAWA, MAZOWIECKIE, 00-499
KCCPPLPWOTC;KDPW CCP;  WARSZAWA, MAZOWIECKIE
SCFBPLPWXXX;SANTANDER CONSUMER BANK SA;LEGNICKA 48 B  WROCLAW, DOLNOSLASKIE, 54-202
BCECCLRDXXX;BANCO CENTRAL DE CHILE;  
SYSPMTM1XXX;SYSPAY LIMITED;54 SIR LUIGI CAMILLERI STREET  SLIEMA, SLIEMA, SLM 1840
BCECCLA1XXX;BANCO CENTRAL DE CHILE;  
BCITPLPWXXX;INTESA SANPAOLO SPA;CENTRUM GIELDOWE, TOWER C UL. KSIAZECA 4, FLOOR 5 WARSZAWA, MAZOWIECKIE, 00-498
CGPMMCM1XXX;CGM-AZIMUT MONACO;ESCALIERS DES FLEURS 8 BLD DES MOULINS MONACO, MONACO, 98000
DOIXPLP1XXX;DOM INWESTYCYJNY XELION SP. Z O.O.;PULAWSKA 107  WARSZAWA, MAZOWIECKIE, 02-595
CBEUUYMMXXX;EUROCAM SA;18 DE JULIO 1497  MONTEVIDEO, MONTEVIDEO, 11200
AZFMMCMCXXX;CGM-AZIMUT MONACO;ESCALIER DES FLEURS 8 BOULEVARD DES MOULINS MONACO, MONACO, 98000
BEFNBGS1XXX;BENCHMARK FINANCE;VISKIAR PLANINA 19 FLOOR 2 SOFIA, SOFIA, 1407
BUAABGS1XXX;BULBROKERS EAD;SHEINOVO STR 7  SOFIA, SOFIA, 1504
CAMJBGS1XXX;CAPITAL MARKETS JSC;HRISTO BELCHEV STR 8  SOFIA, SOFIA, 1000
CPNMBGS1XXX;CAPMAN INC.;TRI USHI 8  SOFIA, SOFIA, 1000
DETTBGS1XXX;DELTASTOCK AD;KORAB PLANINA 6 MEGAPARK SOFIA, SOFIA, 1407
DIFKBGS1XXX;DILINGOVA FINANSOVA KOMPANIA AD;TZAR ASSEN STR 7  SOFIA, SOFIA, 1000
DISJBGS1XXX;MK BROKERS AD;TSAR OSVOBODITEL BLVD 8 FLOOR 4 SOFIA, SOFIA, 1000
FALSBGS1XXX;IP FAVORIT CLS;ANGEL KANCHEV STR 25  SOFIA, SOFIA, 1000
FPIJBGS1XXX;FOCAL POINT INVESTMENTS JSC;CHERNI VRUH BLVD  SOFIA, SOFIA, 1407
INMKBGS1XXX;IP INTERCAPITAL MARKETS AD;DOBRUDJA 6  SOFIA, SOFIA, 1000
KAOLBGS1XXX;KAROLL;ZLATOVRAH 1  SOFIA, SOFIA, 1164
MAJSBG21XXX;UG MARKET JSC;VASIL APRILOV STR 92  PLOVDIV, PLOVDIV, 4000
MCBBCLR1XXX;MONEDA CORREDORES DE BOLSA DE BOLSA LIMITADA;  
NODABGS1XXX;DE NOVO EAD;HRISTO BELCHEV 28  SOFIA, SOFIA, 1000
REIABG21XXX;REAL FINANCE JSC;ST. CONSTANTINE AND HELENA ADMINISTRATIVE BUILDING VARNA, VARNA, 9000
SOFKBG21XXX;SOMONI FINANCIAL BROKERAGE LTD.;TZAR SIMEON VELKI BLVD 112  STARA ZAGORA, STARA ZAGORA, 6000
SOIUBGS1XXX;SOFIA INTERNATIONAL SECURITIES AD;NIKOLAY HAYTOV 3A ESTE BUILDING SOFIA, SOFIA, 1113
TBIBBGSFXXX;TBI BANK EAD;DIMITAR HADJIKOCEV STR 52-54  SOFIA, SOFIA, 1421
WARTPLPWXXX;TOWARZYSTWO UBEZPIECZEN I REASEKURACJI WARTA SPOLKA AKCYJNA;RONDO I. DASZYNSKIEGO 1  WARSZAWA, MAZOWIECKIE, 00-843
AVCABGS1XXX;TRADING 212;LACHEZAR STANCHEV STR 3 LITEX TOWER, FLOOR 10 SOFIA, SOFIA, 1756
BICYBGS1XXX;LENNO GLOBAL ADVISORY JSC;OBORISHTE STR 9  SOFIA, SOFIA, 1504
BUTKBGS1XXX;UP TREND;ZLATEN ROG STREET 12  SOFIA, SOFIA, 1407
CAIJBGS1XXX;CAPITAL INVEST JSC;STEFAN KARADJA 2  SOFIA, SOFIA, 1000
EEERBGS1XXX;FH EVER INC.;LACHEZAR STANCHEV STR 3 LITEX TOWER, FLOOR 13 SOFIA, SOFIA, 1756
NEVACLR1XXX;NEVASA S.A CORREDORES DE BOLSA;ROSARIO NORTE 555, FLOOR 15 LAS CONDES - SANTIAGO, PROVINCIA DE SANTIAGO, 8320000
TBIEBGS1XXX;TBI INVEST EAD;TINTYAVA STR 13B IZTOK RESIDENTIAL COMPLEX, ENT A, FLOOR 2 SOFIA, SOFIA, 1113
EKIRPLPDXXX;KRAJOWA IZBA ROZLICZENIOWA S.A. (KIR S.A.);RTM. W. PILECKIEGO 65  WARSZAWA, MAZOWIECKIE, 02-781
MBBPPLPWXXX;MERCEDES-BENZ BANK POLSKA S.A.;GOTTLIEBA DAIMLERA 1  WARSZAWA, MAZOWIECKIE, 02-460
STVVBGS1XXX;STANDARD INVESTMENT;KOZYAK STREET 2 BLOCK 29, ENTRANCE B, OFFICE 4 SOFIA, SOFIA, 1408
VOWAPLP9XXX;VOLKSWAGEN BANK GMBH SP.Z O.O. ODDZIAL W POLSCE;RONDO ONZ 1  WARSZAWA, MAZOWIECKIE, 00-124
AVFIBGS1XXX;AVC FINANCE PLC;BUL. TODOR ALEKSANDROV 141 FLOOR 9 SOFIA, SOFIA, 1309
EFTGMTM1XXX;EFT GLOBAL LIMITED;PALAZZO PIETRO STIGES 103 STRAIT STREET VALLETTA, VALLETTA, VLT 1436
LKJFLV21XXX;LTFJA KKS JURNIEKU FORUMS;KATRINAS DAMBIS 22A  RIGA, RIGA, LV-1045
FIRYBGS1XXX;FH FINA-S AD;TSAR BORIS THE THIRD BULVD 159  SOFIA, SOFIA, 1618
BPABCLRMXXX;BANCO BTG PACTUAL CHILE;AVENIDA COSTANERA SUR 2730, P.19 PARQUE TITANIUM, TORRE B, LAS SANTIAGO, PROVINCIA DE SANTIAGO
TROMPLP1XXX;TRIGON DOM MAKLERSKI S.A.;MOGILSKA 65  KRAKOW, MALOPOLSKIE, 31-545
CITCMTMTXXX;CITCO CUSTODY LIMITED;LEVEL 2 WEST, MERCURY TOWER ELIA ZAMMIT STREET - ST. JULIAN'S, ST JULIAN'S, STJ 3155
